"Parameter"|"Parameter.Name"
12171|"Tellurium-and-compounds-as-Te-(TSP)-STP"
62104|"Temperature-24-Hr-Max"
62105|"Temperature-24-Hr-Min"
62106|"Temperature-Difference"
12172|"Terbium-(TSP)-STP"
88172|"Terbium-PM2.5-LC"
43373|"Tert-amyl-methyl-ether"
43309|"tert-butyl-alcohol"
43396|"tert-Butyl-ethyl-ether"
17802|"Tetrachlorobenzene-(TSP)-STP"
17812|"Tetrachlorobiphenyl-(TSP)-STP"
43817|"Tetrachloroethylene"
17807|"Tetrachlorophenol-(TSP)-STP"
43523|"Tetradecanal"
65173|"Thallium-(precip)"
14173|"Thallium-(TSP)-LC"
12173|"Thallium-(TSP)-STP"
85173|"Thallium-PM10-LC"
82173|"Thallium-PM10-STP"
88173|"Thallium-PM2.5-LC"
14174|"Thorium-(TSP)-LC"
12174|"Thorium-(TSP)-STP"
85174|"Thorium-PM10-LC"
88174|"Thorium-PM2.5-LC"
12138|"Thorium-230-(TSP)-STP"
12139|"Thorium-232-(TSP)-STP"
14160|"Tin-(TSP)-LC"
12160|"Tin-(TSP)-STP"
11356|"Tin---117-(TSP)"
11361|"Tin---120-(TSP)"
85160|"Tin-PM10-LC"
82160|"Tin-PM10-STP"
86160|"Tin-PM10-2.5-LC"
83160|"Tin-PM10-2.5-STP"
88160|"Tin-PM2.5-LC"
84160|"Tin-PM2.5-STP"
14161|"Titanium-(TSP)-LC"
12161|"Titanium-(TSP)-STP"
85161|"Titanium-PM10-LC"
82161|"Titanium-PM10-STP"
86161|"Titanium-PM10-2.5-LC"
83161|"Titanium-PM10-2.5-STP"
88161|"Titanium-PM2.5-LC"
84161|"Titanium-PM2.5-STP"
45504|"Tolualdehydes"
45202|"Toluene"
81111|"TOTAL-CARBON-(PM10)-use-82116"
82116|"Total-Carbon-PM10-STP"
88312|"Total-Carbon-PM2.5-LC-TOT"
84312|"Total-Carbon-PM2.5-STP-TOT"
43800|"Total-chlorinated-hydrocarbons"
21101|"Total-dustfall-(SP)"
17823|"Total-heptachlorodibenzo-p-dioxin-(TSP)-STP"
17829|"Total-heptachlorodibenzofuran-(TSP)-STP"
17822|"Total-hexachlorodibenzo-p-dioxin-(TSP)-STP"
17828|"Total-hexachlorodibenzofuran-(TSP)-STP"
43101|"Total-hydrocarbons"
85306|"Total-Nitrate-PM10-LC"
86306|"Total-Nitrate-PM10-2.5-LC"
88306|"Total-Nitrate-PM2.5-LC"
43102|"Total-NMOC-(non-methane-organic-compound)"
11125|"Total-non-asbestos-fibers"
17824|"Total-octachlorodibenzo-p-dioxin-(TSP)-STP"
17830|"Total-octachlorodibenzofuran-(TSP)-STP"
44101|"Total-Oxidants"
17821|"Total-pentachlorodibenzo-p-dioxin-(TSP)-STP"
17827|"Total-pentachlorodibenzofuran-(TSP)-STP"
11104|"Total-polynuclear-hydrocarbons"
43911|"Total-reduced-sulfur"
42269|"Total-sulfur"
17820|"Total-tetachlorodibenzo-p-dioxin-(TSP)-STP"
17826|"Total-tetrachlorodibenzofuran-(TSP)-STP"
21116|"Total-Weight-Ash-(SP)"
43838|"trans-1,2-Dichloroethylene"
43830|"trans-1,3-Dichloropropene"
43394|"trans-1,3-Dimethylcyclopentane"
43216|"trans-2-Butene"
43289|"trans-2-Hexene"
43226|"trans-2-Pentene"
43516|"Trans-Crotonaldehyde"
17801|"Trichlorobenzene-(TSP)-STP"
17811|"Trichlorobiphenyl-(TSP)-STP"
43824|"Trichloroethylene"
43811|"Trichlorofluoromethane"
17806|"Trichlorophenol-(TSP)-STP"
43851|"Trichlorotrifluoroethane"
43526|"Tridecanal"
43142|"Tridecene"
16117|"Tridymite"
12178|"Tungsten-(TSP)-STP"
88186|"Tungsten-PM2.5-LC"
63302|"Ultraviolet-radiation"
63304|"Ultraviolet-radiation-(type-B)"
43527|"Undecanal"
43131|"Unidentified-VOC"
12179|"Uranium-(TSP)-STP"
85179|"Uranium-PM10-LC"
82179|"Uranium-PM10-STP"
83179|"Uranium-PM10-2.5-STP"
88179|"Uranium-PM2.5-LC"
84179|"Uranium-PM2.5-STP"
88366|"UV-Carbon-PM-2.5-at-375-nm"
88314|"UV-Carbon-PM2.5-at-370-nm"
84314|"UV-Carbon-PM2.5-STP"
43518|"Valeraldehyde"
65164|"Vanadium-(precip)"
14164|"Vanadium-(TSP)-LC"
12164|"Vanadium-(TSP)-STP"
11362|"Vanadium---51-(TSP)"
85164|"Vanadium-PM10-LC"
82164|"Vanadium-PM10-STP"
86164|"Vanadium-PM10-2.5-LC"
83164|"Vanadium-PM10-2.5-STP"
88164|"Vanadium-PM2.5-LC"
84164|"Vanadium-PM2.5-STP"
61112|"Vert-Wind-Direction"
61109|"Vertical-Wind-Speed"
43447|"Vinyl-acetate"
43861|"Vinyl-bromide"
43860|"Vinyl-chloride"
62102|"Virtual-Temperature"
63101|"Visibility"
85309|"Volatile-nitrate-PM10-LC"
86309|"Volatile-nitrate-PM10-2.5-LC"
88309|"Volatile-Nitrate-PM2.5-LC"
43104|"Volatile-organic-compounds"
65301|"Volume-(precip)"
21118|"Water-Inso-Ash-(SP)"
21115|"Water-Insol-Wt-(SP)"
21117|"Water-Sol-Ash-(SP)"
21114|"Water-Sol-Weight-(SP)"
61104|"Wind-Direction---Resultant"
61102|"Wind-Direction---Scalar"
61103|"Wind-Speed---Resultant"
61101|"Wind-Speed---Scalar"
11114|"Windblown-particulate"
45102|"Xylene(s)"
14183|"Yttrium-(TSP)-LC"
12183|"Yttrium-(TSP)-STP"
85183|"Yttrium-PM10-LC"
82183|"Yttrium-PM10-STP"
83183|"Yttrium-PM10-2.5-STP"
88183|"Yttrium-PM2.5-LC"
84183|"Yttrium-PM2.5-STP"
65338|"Zinc-(precip)"
22167|"Zinc-(SP)"
14167|"Zinc-(TSP)-LC"
12167|"Zinc-(TSP)-STP"
11360|"Zinc---64-(TSP)"
11357|"Zinc---66-(TSP)"
85167|"Zinc-PM10-LC"
82167|"Zinc-PM10-STP"
86167|"Zinc-PM10-2.5-LC"
83167|"Zinc-PM10-2.5-STP"
88167|"Zinc-PM2.5-LC"
84167|"Zinc-PM2.5-STP"
12185|"Zirconium-(TSP)-STP"
85185|"Zirconium-PM10-LC"
82185|"Zirconium-PM10-STP"
86185|"Zirconium-PM10-2.5-LC"
83185|"Zirconium-PM10-2.5-STP"
88185|"Zirconium-PM2.5-LC"
84185|"Zirconium-PM2.5-STP"
