"code"|"region"
"48-111"|"TX-Dallam"
"48-113"|"TX-Dallas"
"48-115"|"TX-Dawson"
"48-117"|"TX-Deaf_Smith"
"48-119"|"TX-Delta"
"48-121"|"TX-Denton"
"48-123"|"TX-DeWitt"
"48-125"|"TX-Dickens"
"48-127"|"TX-Dimmit"
"48-129"|"TX-Donley"
"48-131"|"TX-Duval"
"48-133"|"TX-Eastland"
"48-135"|"TX-Ector"
"48-137"|"TX-Edwards"
"48-139"|"TX-Ellis"
"48-141"|"TX-El_Paso"
"48-143"|"TX-Erath"
"48-145"|"TX-Falls"
"48-147"|"TX-Fannin"
"48-149"|"TX-Fayette"
"48-151"|"TX-Fisher"
"48-153"|"TX-Floyd"
"48-155"|"TX-Foard"
"48-157"|"TX-Fort_Bend"
"48-159"|"TX-Franklin"
"48-161"|"TX-Freestone"
"48-163"|"TX-Frio"
"48-165"|"TX-Gaines"
"48-167"|"TX-Galveston"
"48-169"|"TX-Garza"
"48-171"|"TX-Gillespie"
"48-173"|"TX-Glasscock"
"48-175"|"TX-Goliad"
"48-177"|"TX-Gonzales"
"48-179"|"TX-Gray"
"48-181"|"TX-Grayson"
"48-183"|"TX-Gregg"
"48-185"|"TX-Grimes"
"48-187"|"TX-Guadalupe"
"48-189"|"TX-Hale"
"48-191"|"TX-Hall"
"48-193"|"TX-Hamilton"
"48-195"|"TX-Hansford"
"48-197"|"TX-Hardeman"
"48-199"|"TX-Hardin"
"48-201"|"TX-Harris"
"48-203"|"TX-Harrison"
"48-205"|"TX-Hartley"
"48-207"|"TX-Haskell"
"48-209"|"TX-Hays"
"48-211"|"TX-Hemphill"
"48-213"|"TX-Henderson"
"48-215"|"TX-Hidalgo"
"48-217"|"TX-Hill"
"48-219"|"TX-Hockley"
"48-221"|"TX-Hood"
"48-223"|"TX-Hopkins"
"48-225"|"TX-Houston"
"48-227"|"TX-Howard"
"48-229"|"TX-Hudspeth"
"48-231"|"TX-Hunt"
"48-233"|"TX-Hutchinson"
"48-235"|"TX-Irion"
"48-237"|"TX-Jack"
"48-239"|"TX-Jackson"
"48-241"|"TX-Jasper"
"48-243"|"TX-Jeff_Davis"
"48-245"|"TX-Jefferson"
"48-247"|"TX-Jim_Hogg"
"48-249"|"TX-Jim_Wells"
"48-251"|"TX-Johnson"
"48-253"|"TX-Jones"
"48-255"|"TX-Karnes"
"48-257"|"TX-Kaufman"
"48-259"|"TX-Kendall"
"48-261"|"TX-Kenedy"
"48-263"|"TX-Kent"
"48-265"|"TX-Kerr"
"48-267"|"TX-Kimble"
"48-269"|"TX-King"
"48-271"|"TX-Kinney"
"48-273"|"TX-Kleberg"
"48-275"|"TX-Knox"
"48-277"|"TX-Lamar"
"48-279"|"TX-Lamb"
"48-281"|"TX-Lampasas"
"48-283"|"TX-La_Salle"
"48-285"|"TX-Lavaca"
"48-287"|"TX-Lee"
"48-289"|"TX-Leon"
"48-291"|"TX-Liberty"
"48-293"|"TX-Limestone"
"48-295"|"TX-Lipscomb"
"48-297"|"TX-Live_Oak"
"48-299"|"TX-Llano"
"48-301"|"TX-Loving"
"48-303"|"TX-Lubbock"
"48-305"|"TX-Lynn"
"48-307"|"TX-McCulloch"
"48-309"|"TX-McLennan"
"48-311"|"TX-McMullen"
"48-313"|"TX-Madison"
"48-315"|"TX-Marion"
"48-317"|"TX-Martin"
"48-319"|"TX-Mason"
"48-321"|"TX-Matagorda"
"48-323"|"TX-Maverick"
"48-325"|"TX-Medina"
"48-327"|"TX-Menard"
"48-329"|"TX-Midland"
"48-331"|"TX-Milam"
"48-333"|"TX-Mills"
"48-335"|"TX-Mitchell"
"48-337"|"TX-Montague"
"48-339"|"TX-Montgomery"
"48-341"|"TX-Moore"
"48-343"|"TX-Morris"
"48-345"|"TX-Motley"
"48-347"|"TX-Nacogdoches"
"48-349"|"TX-Navarro"
"48-351"|"TX-Newton"
"48-353"|"TX-Nolan"
"48-355"|"TX-Nueces"
"48-357"|"TX-Ochiltree"
"48-359"|"TX-Oldham"
"48-361"|"TX-Orange"
"48-363"|"TX-Palo_Pinto"
"48-365"|"TX-Panola"
"48-367"|"TX-Parker"
"48-369"|"TX-Parmer"
"48-371"|"TX-Pecos"
"48-373"|"TX-Polk"
"48-375"|"TX-Potter"
"48-377"|"TX-Presidio"
"48-379"|"TX-Rains"
"48-381"|"TX-Randall"
"48-383"|"TX-Reagan"
"48-385"|"TX-Real"
"48-387"|"TX-Red_River"
"48-389"|"TX-Reeves"
"48-391"|"TX-Refugio"
"48-393"|"TX-Roberts"
"48-395"|"TX-Robertson"
"48-397"|"TX-Rockwall"
"48-399"|"TX-Runnels"
"48-401"|"TX-Rusk"
"48-403"|"TX-Sabine"
"48-405"|"TX-San_Augustine"
"48-407"|"TX-San_Jacinto"
"48-409"|"TX-San_Patricio"
"48-411"|"TX-San_Saba"
"48-413"|"TX-Schleicher"
"48-415"|"TX-Scurry"
"48-417"|"TX-Shackelford"
"48-419"|"TX-Shelby"
"48-421"|"TX-Sherman"
"48-423"|"TX-Smith"
"48-425"|"TX-Somervell"
"48-427"|"TX-Starr"
"48-429"|"TX-Stephens"
"48-431"|"TX-Sterling"
"48-433"|"TX-Stonewall"
"48-435"|"TX-Sutton"
"48-437"|"TX-Swisher"
"48-439"|"TX-Tarrant"
"48-441"|"TX-Taylor"
"48-443"|"TX-Terrell"
"48-445"|"TX-Terry"
"48-447"|"TX-Throckmorton"
"48-449"|"TX-Titus"
"48-451"|"TX-Tom_Green"
"48-453"|"TX-Travis"
"48-455"|"TX-Trinity"
"48-457"|"TX-Tyler"
"48-459"|"TX-Upshur"
"48-461"|"TX-Upton"
"48-463"|"TX-Uvalde"
"48-465"|"TX-Val_Verde"
"48-467"|"TX-Van_Zandt"
"48-469"|"TX-Victoria"
"48-471"|"TX-Walker"
"48-473"|"TX-Waller"
"48-475"|"TX-Ward"
"48-477"|"TX-Washington"
"48-479"|"TX-Webb"
"48-481"|"TX-Wharton"
"48-483"|"TX-Wheeler"
"48-485"|"TX-Wichita"
"48-487"|"TX-Wilbarger"
"48-489"|"TX-Willacy"
"48-491"|"TX-Williamson"
"48-493"|"TX-Wilson"
"48-495"|"TX-Winkler"
"48-497"|"TX-Wise"
"48-499"|"TX-Wood"
"48-501"|"TX-Yoakum"
"48-503"|"TX-Young"
"48-505"|"TX-Zapata"
"48-507"|"TX-Zavala"
"49-001"|"UT-Beaver"
"49-003"|"UT-Box_Elder"
"49-005"|"UT-Cache"
"49-007"|"UT-Carbon"
"49-009"|"UT-Daggett"
"49-011"|"UT-Davis"
"49-013"|"UT-Duchesne"
"49-015"|"UT-Emery"
"49-017"|"UT-Garfield"
"49-019"|"UT-Grand"
"49-021"|"UT-Iron"
"49-023"|"UT-Juab"
"49-025"|"UT-Kane"
"49-027"|"UT-Millard"
"49-029"|"UT-Morgan"
"49-031"|"UT-Piute"
"49-033"|"UT-Rich"
"49-035"|"UT-Salt_Lake"
"49-037"|"UT-San_Juan"
"49-039"|"UT-Sanpete"
"49-041"|"UT-Sevier"
"49-043"|"UT-Summit"
"49-045"|"UT-Tooele"
"49-047"|"UT-Uintah"
"49-049"|"UT-Utah"
"49-051"|"UT-Wasatch"
"49-053"|"UT-Washington"
"49-055"|"UT-Wayne"
"49-057"|"UT-Weber"
"50-001"|"VT-Addison"
"50-003"|"VT-Bennington"
"50-005"|"VT-Caledonia"
"50-007"|"VT-Chittenden"
"50-009"|"VT-Essex"
"50-011"|"VT-Franklin"
"50-013"|"VT-Grand_Isle"
"50-015"|"VT-Lamoille"
"50-017"|"VT-Orange"
"50-019"|"VT-Orleans"
"50-021"|"VT-Rutland"
"50-023"|"VT-Washington"
"50-025"|"VT-Windham"
"50-027"|"VT-Windsor"
"51-001"|"VA-Accomack"
"51-003"|"VA-Albemarle"
"51-005"|"VA-Alleghany"
"51-007"|"VA-Amelia"
"51-009"|"VA-Amherst"
"51-011"|"VA-Appomattox"
"51-013"|"VA-Arlington"
"51-015"|"VA-Augusta"
"51-017"|"VA-Bath"
"51-019"|"VA-Bedford"
"51-021"|"VA-Bland"
"51-023"|"VA-Botetourt"
"51-025"|"VA-Brunswick"
"51-027"|"VA-Buchanan"
"51-029"|"VA-Buckingham"
"51-031"|"VA-Campbell"
"51-033"|"VA-Caroline"
"51-035"|"VA-Carroll"
"51-036"|"VA-Charles"
"51-037"|"VA-Charlotte"
"51-041"|"VA-Chesterfield"
"51-043"|"VA-Clarke"
"51-045"|"VA-Craig"
"51-047"|"VA-Culpeper"
"51-049"|"VA-Cumberland"
"51-051"|"VA-Dickenson"
"51-053"|"VA-Dinwiddie"
"51-057"|"VA-Essex"
"51-059"|"VA-Fairfax"
"51-061"|"VA-Fauquier"
"51-063"|"VA-Floyd"
"51-065"|"VA-Fluvanna"
"51-067"|"VA-Franklin"
"51-069"|"VA-Frederick"
"51-071"|"VA-Giles"
"51-073"|"VA-Gloucester"
"51-075"|"VA-Goochland"
"51-077"|"VA-Grayson"
"51-079"|"VA-Greene"
"51-081"|"VA-Greensville"
"51-083"|"VA-Halifax"
"51-085"|"VA-Hanover"
"51-087"|"VA-Henrico"
"51-089"|"VA-Henry"
"51-091"|"VA-Highland"
"51-093"|"VA-Isle_of_Wight"
"51-095"|"VA-James"
"51-097"|"VA-King_and_Queen"
"51-099"|"VA-King_George"
"51-101"|"VA-King_William"
"51-103"|"VA-Lancaster"
"51-105"|"VA-Lee"
"51-107"|"VA-Loudoun"
"51-109"|"VA-Louisa"
"51-111"|"VA-Lunenburg"
"51-113"|"VA-Madison"
"51-115"|"VA-Mathews"
"51-117"|"VA-Mecklenburg"
"51-119"|"VA-Middlesex"
"51-121"|"VA-Montgomery"
"51-125"|"VA-Nelson"
"51-127"|"VA-New_Kent"
"51-131"|"VA-Northampton"
"51-133"|"VA-Northumberland"
"51-135"|"VA-Nottoway"
"51-137"|"VA-Orange"
"51-139"|"VA-Page"
"51-141"|"VA-Patrick"
"51-143"|"VA-Pittsylvania"
"51-145"|"VA-Powhatan"
"51-147"|"VA-Prince_Edward"
"51-149"|"VA-Prince_George"
"51-153"|"VA-Prince_William"
"51-155"|"VA-Pulaski"
"51-157"|"VA-Rappahannock"
"51-159"|"VA-Richmond"
"51-161"|"VA-Roanoke"
"51-163"|"VA-Rockbridge"
"51-165"|"VA-Rockingham"
"51-167"|"VA-Russell"
"51-169"|"VA-Scott"
"51-171"|"VA-Shenandoah"
"51-173"|"VA-Smyth"
"51-175"|"VA-Southampton"
"51-177"|"VA-Spotsylvania"
"51-179"|"VA-Stafford"
"51-181"|"VA-Surry"
"51-183"|"VA-Sussex"
"51-185"|"VA-Tazewell"
"51-187"|"VA-Warren"
"51-191"|"VA-Washington"
"51-193"|"VA-Westmoreland"
"51-195"|"VA-Wise"
"51-197"|"VA-Wythe"
"51-199"|"VA-York"
"51-510"|"VA-Alexandria_City"
"51-515"|"VA-Bedford_City"
"51-520"|"VA-Bristol_City"
"51-530"|"VA-Buena_Vista_City"
"51-540"|"VA-Charlottesville_City"
"51-550"|"VA-Chesapeake_City"
"51-560"|"VA-CLIFTON_FORGE"
"51-570"|"VA-Colonial_Heights_City"
"51-580"|"VA-Covington_City"
"51-590"|"VA-Danville_City"
"51-595"|"VA-Emporia_City"
"51-600"|"VA-Fairfax_City"
"51-610"|"VA-Falls_Church_City"
"51-620"|"VA-Franklin_City"
"51-630"|"VA-Fredericksburg_City"
"51-640"|"VA-Galax_City"
"51-650"|"VA-Hampton_City"
"51-660"|"VA-Harrisonburg_City"
"51-670"|"VA-Hopewell_City"
"51-678"|"VA-Lexington_City"
"51-680"|"VA-Lynchburg_City"
"51-683"|"VA-Manassas_City"
"51-685"|"VA-Manassas_Park_City"
"51-690"|"VA-Martinsville_City"
"51-700"|"VA-Newport_News_City"
"51-710"|"VA-Norfolk_City"
"51-720"|"VA-Norton_City"
"51-730"|"VA-Petersburg_City"
"51-735"|"VA-Poquoson_City"
"51-740"|"VA-Portsmouth_City"
"51-750"|"VA-Radford_City"
"51-760"|"VA-Richmond_City"
"51-770"|"VA-Roanoke_City"
"51-775"|"VA-Salem_City"
"51-780"|"VA-SOUTH_BOSTON"
"51-790"|"VA-Staunton_City"
"51-800"|"VA-Suffolk_City"
"51-810"|"VA-Virginia_Beach_City"
"51-820"|"VA-Waynesboro_City"
"51-830"|"VA-Williamsburg_City"
"51-840"|"VA-Winchester_City"
"53-001"|"WA-Adams"
"53-003"|"WA-Asotin"
"53-005"|"WA-Benton"
"53-007"|"WA-Chelan"
"53-009"|"WA-Clallam"
"53-011"|"WA-Clark"
"53-013"|"WA-Columbia"
"53-015"|"WA-Cowlitz"
"53-017"|"WA-Douglas"
"53-019"|"WA-Ferry"
"53-021"|"WA-Franklin"
"53-023"|"WA-Garfield"
"53-025"|"WA-Grant"
"53-027"|"WA-Grays_Harbor"
"53-029"|"WA-Island"
"53-031"|"WA-Jefferson"
"53-033"|"WA-King"
"53-035"|"WA-Kitsap"
"53-037"|"WA-Kittitas"
"53-039"|"WA-Klickitat"
"53-041"|"WA-Lewis"
"53-043"|"WA-Lincoln"
"53-045"|"WA-Mason"
"53-047"|"WA-Okanogan"
"53-049"|"WA-Pacific"
"53-051"|"WA-Pend_Oreille"
"53-053"|"WA-Pierce"
"53-055"|"WA-San_Juan"
"53-057"|"WA-Skagit"
"53-059"|"WA-Skamania"
"53-061"|"WA-Snohomish"
"53-063"|"WA-Spokane"
"53-065"|"WA-Stevens"
"53-067"|"WA-Thurston"
"53-069"|"WA-Wahkiakum"
"53-071"|"WA-Walla_Walla"
"53-073"|"WA-Whatcom"
"53-075"|"WA-Whitman"
"53-077"|"WA-Yakima"
"54-001"|"WV-Barbour"
"54-003"|"WV-Berkeley"
"54-005"|"WV-Boone"
"54-007"|"WV-Braxton"
"54-009"|"WV-Brooke"
"54-011"|"WV-Cabell"
"54-013"|"WV-Calhoun"
"54-015"|"WV-Clay"
"54-017"|"WV-Doddridge"
"54-019"|"WV-Fayette"
"54-021"|"WV-Gilmer"
"54-023"|"WV-Grant"
"54-025"|"WV-Greenbrier"
"54-027"|"WV-Hampshire"
"54-029"|"WV-Hancock"
"54-031"|"WV-Hardy"
"54-033"|"WV-Harrison"
"54-035"|"WV-Jackson"
"54-037"|"WV-Jefferson"
"54-039"|"WV-Kanawha"
"54-041"|"WV-Lewis"
"54-043"|"WV-Lincoln"
"54-045"|"WV-Logan"
"54-047"|"WV-McDowell"
"54-049"|"WV-Marion"
"54-051"|"WV-Marshall"
"54-053"|"WV-Mason"
"54-055"|"WV-Mercer"
"54-057"|"WV-Mineral"
"54-059"|"WV-Mingo"
"54-061"|"WV-Monongalia"
"54-063"|"WV-Monroe"
"54-065"|"WV-Morgan"
"54-067"|"WV-Nicholas"
"54-069"|"WV-Ohio"
"54-071"|"WV-Pendleton"
"54-073"|"WV-Pleasants"
"54-075"|"WV-Pocahontas"
"54-077"|"WV-Preston"
"54-079"|"WV-Putnam"
"54-081"|"WV-Raleigh"
"54-083"|"WV-Randolph"
"54-085"|"WV-Ritchie"
"54-087"|"WV-Roane"
"54-089"|"WV-Summers"
"54-091"|"WV-Taylor"
"54-093"|"WV-Tucker"
"54-095"|"WV-Tyler"
"54-097"|"WV-Upshur"
"54-099"|"WV-Wayne"
"54-101"|"WV-Webster"
"54-103"|"WV-Wetzel"
"54-105"|"WV-Wirt"
"54-107"|"WV-Wood"
"54-109"|"WV-Wyoming"
"55-001"|"WI-Adams"
"55-003"|"WI-Ashland"
"55-005"|"WI-Barron"
"55-007"|"WI-Bayfield"
"55-009"|"WI-Brown"
"55-011"|"WI-Buffalo"
"55-013"|"WI-Burnett"
"55-015"|"WI-Calumet"
"55-017"|"WI-Chippewa"
"55-019"|"WI-Clark"
"55-021"|"WI-Columbia"
"55-023"|"WI-Crawford"
"55-025"|"WI-Dane"
"55-027"|"WI-Dodge"
"55-029"|"WI-Door"
"55-031"|"WI-Douglas"
"55-033"|"WI-Dunn"
"55-035"|"WI-Eau_Claire"
"55-037"|"WI-Florence"
"55-039"|"WI-Fond_du_Lac"
"55-041"|"WI-Forest"
"55-043"|"WI-Grant"
"55-045"|"WI-Green"
"55-047"|"WI-Green_Lake"
"55-049"|"WI-Iowa"
"55-051"|"WI-Iron"
"55-053"|"WI-Jackson"
"55-055"|"WI-Jefferson"
"55-057"|"WI-Juneau"
"55-059"|"WI-Kenosha"
"55-061"|"WI-Kewaunee"
"55-063"|"WI-La_Crosse"
"55-065"|"WI-Lafayette"
"55-067"|"WI-Langlade"
"55-069"|"WI-Lincoln"
"55-071"|"WI-Manitowoc"
"55-073"|"WI-Marathon"
"55-075"|"WI-Marinette"
"55-077"|"WI-Marquette"
"55-078"|"WI-Menominee"
"55-079"|"WI-Milwaukee"
"55-081"|"WI-Monroe"
"55-083"|"WI-Oconto"
"55-085"|"WI-Oneida"
"55-087"|"WI-Outagamie"
"55-089"|"WI-Ozaukee"
"55-091"|"WI-Pepin"
"55-093"|"WI-Pierce"
"55-095"|"WI-Polk"
"55-097"|"WI-Portage"
"55-099"|"WI-Price"
"55-101"|"WI-Racine"
"55-103"|"WI-Richland"
"55-105"|"WI-Rock"
"55-107"|"WI-Rusk"
"55-109"|"WI-St._Croix"
"55-111"|"WI-Sauk"
"55-113"|"WI-Sawyer"
"55-115"|"WI-Shawano"
"55-117"|"WI-Sheboygan"
"55-119"|"WI-Taylor"
"55-121"|"WI-Trempealeau"
"55-123"|"WI-Vernon"
"55-125"|"WI-Vilas"
"55-127"|"WI-Walworth"
"55-129"|"WI-Washburn"
"55-131"|"WI-Washington"
"55-133"|"WI-Waukesha"
"55-135"|"WI-Waupaca"
"55-137"|"WI-Waushara"
"55-139"|"WI-Winnebago"
"55-141"|"WI-Wood"
"56-001"|"WY-Albany"
"56-003"|"WY-Big_Horn"
"56-005"|"WY-Campbell"
"56-007"|"WY-Carbon"
"56-009"|"WY-Converse"
"56-011"|"WY-Crook"
"56-013"|"WY-Fremont"
"56-015"|"WY-Goshen"
"56-017"|"WY-Hot_Springs"
"56-019"|"WY-Johnson"
"56-021"|"WY-Laramie"
"56-023"|"WY-Lincoln"
"56-025"|"WY-Natrona"
"56-027"|"WY-Niobrara"
"56-029"|"WY-Park"
"56-031"|"WY-Platte"
"56-033"|"WY-Sheridan"
"56-035"|"WY-Sublette"
"56-037"|"WY-Sweetwater"
"56-039"|"WY-Teton"
"56-041"|"WY-Uinta"
"56-043"|"WY-Washakie"
"56-045"|"WY-Weston"
"66-001"|"GU-AGANA"
"66-003"|"GU-AGANA_HEIGHTS"
"66-005"|"GU-AGAT"
"66-007"|"GU-ASAN"
"66-009"|"GU-BARRIGADA"
"66-010"|"GU-Guam"
"66-011"|"GU-CHALAN_PAGO-ORDOT"
"66-013"|"GU-DEDEDO"
"66-015"|"GU-INARAJAN"
"66-017"|"GU-MANGILAO"
"66-019"|"GU-MERIZO"
"66-021"|"GU-MONGMONG-TOTO-MAITE"
"66-023"|"GU-PITI"
"66-025"|"GU-SANTA_RITA"
"66-027"|"GU-SINAJANA"
"66-029"|"GU-TALOFOFO"
"66-031"|"GU-TAMUNING"
"66-033"|"GU-UMATAC"
"66-035"|"GU-YIGO"
"66-037"|"GU-YONA"
"72-001"|"PR-Adjuntas"
"72-003"|"PR-Aguada"
"72-005"|"PR-Aguadilla"
"72-007"|"PR-Aguas_Buenas"
"72-009"|"PR-Aibonito"
"72-011"|"PR-Anasco"
"72-013"|"PR-Arecibo"
"72-015"|"PR-Arroyo"
"72-017"|"PR-Barceloneta"
"72-019"|"PR-Barranquitas"
"72-021"|"PR-Bayamon"
"72-023"|"PR-Cabo_Rojo"
"72-025"|"PR-Caguas"
"72-027"|"PR-Camuy"
"72-029"|"PR-Canovanas"
"72-031"|"PR-Carolina"
"72-033"|"PR-Catano"
"72-035"|"PR-Cayey"
"72-037"|"PR-Ceiba"
"72-039"|"PR-Ciales"
"72-041"|"PR-Cidra"
"72-043"|"PR-Coamo"
"72-045"|"PR-Comerio"
"72-047"|"PR-Corozal"
"72-049"|"PR-Culebra"
"72-051"|"PR-Dorado"
"72-053"|"PR-Fajardo"
"72-054"|"PR-Florida"
"72-055"|"PR-Guanica"
"72-057"|"PR-Guayama"
"72-059"|"PR-Guayanilla"
"72-061"|"PR-Guaynabo"
"72-063"|"PR-Gurabo"
"72-065"|"PR-Hatillo"
"72-067"|"PR-Hormigueros"
"72-069"|"PR-Humacao"
"72-071"|"PR-Isabela"
"72-073"|"PR-Jayuya"
"72-075"|"PR-Juana_Diaz"
"72-077"|"PR-Juncos"
"72-079"|"PR-Lajas"
"72-081"|"PR-Lares"
"72-083"|"PR-Las_Marias"
"72-085"|"PR-Las_Piedras"
"72-087"|"PR-Loiza"
"72-089"|"PR-Luquillo"
"72-091"|"PR-Manati"
"72-093"|"PR-Maricao"
"72-095"|"PR-Maunabo"
"72-097"|"PR-Mayagnez"
"72-099"|"PR-Moca"
"72-101"|"PR-Morovis"
"72-103"|"PR-Naguabo"
"72-105"|"PR-Naranjito"
"72-107"|"PR-Orocovis"
"72-109"|"PR-Patillas"
"72-111"|"PR-Penuelas"
"72-113"|"PR-Ponce"
"72-115"|"PR-Quebradillas"
"72-117"|"PR-Rincon"
"72-119"|"PR-Rio_Grande"
"72-121"|"PR-Sabana_Grande"
"72-123"|"PR-Salinas"
"72-125"|"PR-San_German"
"72-127"|"PR-San_Juan"
"72-129"|"PR-San_Lorenzo"
"72-131"|"PR-San_Sebasti?n"
"72-133"|"PR-Santa_Isabel"
"72-135"|"PR-Toa_Alta"
"72-137"|"PR-Toa_Baja"
"72-139"|"PR-Trujillo_Alto"
"72-141"|"PR-Utuado"
"72-143"|"PR-Vega_Alta"
"72-145"|"PR-Vega_Baja"
"72-147"|"PR-Vieques"
"72-149"|"PR-Villalba"
"72-151"|"PR-Yabucoa"
"72-153"|"PR-Yauco"
"78-001"|"VI-ST_CROIX"
"78-003"|"VI-ST_JOHN"
"78-005"|"VI-ST_THOMAS"
"78-010"|"VI-St_Croix"
"78-020"|"VI-St_John"
"78-030"|"VI-St_Thomas"
"80-001"|"MX-AGUASCALIENTES"
"80-002"|"MX-BAJA_CALIFORNIA_NORTE"
"80-003"|"MX-BAJA_CALIFORNIA_SUR"
"80-004"|"MX-CAMPECHE"
"80-005"|"MX-CHIAPAS"
"80-006"|"MX-CHIHUAHUA_STATE"
"80-007"|"MX-COAHUILA_DE_ZARAGOZA"
"80-008"|"MX-COLIMA"
"80-009"|"MX-DISTRITO_FEDERAL"
"80-010"|"MX-DURANGO"
"80-011"|"MX-GUANAJUATO"
"80-012"|"MX-GUERRERO"
"80-013"|"MX-HIDALGO"
"80-014"|"MX-JALISCO"
"80-015"|"MX-MEXICO_STATE"
"80-016"|"MX-MICHOACAN_DE_OCAMPO"
"80-017"|"MX-MORELOS"
"80-018"|"MX-NAYARIT"
"80-019"|"MX-NUEVO_LEON"
"80-020"|"MX-OAXACA"
"80-021"|"MX-PUEBLA"
"80-022"|"MX-QUERETARO_DE_ARTEAGA"
"80-023"|"MX-QUINTANA_ROO"
"80-024"|"MX-SAN_LUIS_POTOSI"
"80-025"|"MX-SINALOA"
"80-026"|"MX-SONORA"
"80-027"|"MX-TABASCO"
"80-028"|"MX-TAMAULIPAS"
"80-029"|"MX-TLAXCALA"
"80-030"|"MX-VERACRUZ-LLAVE"
"80-031"|"MX-YUCATAN"
"80-032"|"MX-ZACATECAS"
"CC-004"|"CC-New_Brunswick"
"CC-008"|"CC-Ontario"
"CC-011"|"CC-Saskatchewan"
